codibge, uf, pop, cifpm, part_uf
120001,AC,"14,120",1.0,4.065041%
120005,AC,"6,863",0.6,2.439024%
120010,AC,"24,311",1.4,5.691057%
120013,AC,"9,503",0.6,2.439024%
120017,AC,"10,820",0.8,3.252033%
120020,AC,"82,075",2.8,11.382113%
120025,AC,"17,038",1.2,4.878049%
120030,AC,"32,372",1.6,6.504065%
120032,AC,"7,685",0.6,2.439024%
120033,AC,"17,545",1.2,4.878049%
120034,AC,"8,765",0.6,2.439024%
120035,AC,"17,401",1.2,4.878049%
120038,AC,"18,336",1.2,4.878049%
120080,AC,"17,111",1.2,4.878049%
120039,AC,"11,059",0.8,3.252033%
120042,AC,"17,464",1.2,4.878049%
120043,AC,"6,021",0.6,2.439024%
120050,AC,"42,451",1.8,7.317073%
120045,AC,"21,369",1.2,4.878049%
120060,AC,"39,427",1.8,7.317073%
120070,AC,"17,894",1.2,4.878049%
270010,AL,"20,422",1.2,1.011804%
270020,AL,"17,832",1.2,1.011804%
270030,AL,"232,671",4.0,3.372691%
270040,AL,"47,528",2.0,1.686341%
270050,AL,"15,909",1.0,0.843170%
270060,AL,"8,336",0.6,0.505902%
270070,AL,"18,631",1.2,1.011804%
270080,AL,"4,517",0.6,0.505902%
270090,AL,"6,786",0.6,0.505902%
270100,AL,"27,498",1.4,1.180438%
270110,AL,"10,709",0.8,0.674536%
270120,AL,"10,859",0.8,0.674536%
270130,AL,"21,443",1.2,1.011804%
270135,AL,"7,002",0.6,0.505902%
270140,AL,"57,008",2.2,1.854975%
270150,AL,"9,678",0.6,0.505902%
270160,AL,"17,980",1.2,1.011804%
270170,AL,"17,428",1.2,1.011804%
270180,AL,"9,065",0.6,0.505902%
270190,AL,"7,424",0.6,0.505902%
270200,AL,"10,939",0.8,0.674536%
270210,AL,"21,786",1.2,1.011804%
270220,AL,"5,895",0.6,0.505902%
270230,AL,"57,079",2.2,1.854975%
270235,AL,"24,403",1.4,1.180438%
270240,AL,"52,306",2.2,1.854975%
270250,AL,"11,219",0.8,0.674536%
270255,AL,"18,373",1.2,1.011804%
270260,AL,"22,458",1.2,1.011804%
270270,AL,"4,777",0.6,0.505902%
270280,AL,"12,943",0.8,0.674536%
270290,AL,"40,912",1.8,1.517716%
270300,AL,"15,822",1.0,0.843170%
270310,AL,"26,031",1.4,1.180438%
270320,AL,"24,687",1.4,1.180438%
270330,AL,"18,637",1.2,1.011804%
270340,AL,"5,391",0.6,0.505902%
270350,AL,"7,148",0.6,0.505902%
270360,AL,"8,403",0.6,0.505902%
270370,AL,"5,685",0.6,0.505902%
270375,AL,"11,824",0.8,0.674536%
270380,AL,"24,174",1.4,1.180438%
270390,AL,"4,249",0.6,0.505902%
270400,AL,"25,088",1.4,1.180438%
270410,AL,"18,256",1.2,1.011804%
270420,AL,"28,793",1.4,1.180438%
270440,AL,"20,126",1.2,1.011804%
270490,AL,"3,600",0.6,0.505902%
270450,AL,"32,568",1.6,1.349073%
270460,AL,"9,588",0.6,0.505902%
270470,AL,"51,715",2.2,1.854975%
270480,AL,"13,587",1.0,0.843170%
270500,AL,"25,589",1.4,1.180438%
270510,AL,"25,010",1.4,1.180438%
270520,AL,"17,789",1.2,1.011804%
270530,AL,"5,419",0.6,0.505902%
270540,AL,"7,251",0.6,0.505902%
270550,AL,"28,462",1.4,1.180438%
270560,AL,"12,735",0.8,0.674536%
270570,AL,"21,706",1.2,1.011804%
270580,AL,"9,381",0.6,0.505902%
270590,AL,"5,187",0.6,0.505902%
270600,AL,"11,731",0.8,0.674536%
270610,AL,"11,589",0.8,0.674536%
270620,AL,"5,036",0.6,0.505902%
270630,AL,"74,049",2.6,2.192243%
270640,AL,"24,834",1.4,1.180438%
270642,AL,"10,674",0.8,0.674536%
270644,AL,"13,076",0.8,0.674536%
270650,AL,"15,441",1.0,0.843170%
270660,AL,"7,680",0.6,0.505902%
270670,AL,"64,292",2.4,2.023609%
270680,AL,"18,043",1.2,1.011804%
270690,AL,"35,428",1.6,1.349073%
270700,AL,"2,954",0.6,0.505902%
270710,AL,"25,130",1.4,1.180438%
270720,AL,"14,535",1.0,0.843170%
270730,AL,"27,398",1.4,1.180438%
270740,AL,"8,055",0.6,0.505902%
270750,AL,"20,268",1.2,1.011804%
270760,AL,"11,542",0.8,0.674536%
270770,AL,"75,688",2.6,2.192243%
270780,AL,"6,788",0.6,0.505902%
270790,AL,"7,357",0.6,0.505902%
270800,AL,"48,033",2.0,1.686341%
270810,AL,"10,952",0.8,0.674536%
270820,AL,"7,046",0.6,0.505902%
270830,AL,"24,140",1.4,1.180438%
270840,AL,"32,455",1.6,1.349073%
270850,AL,"34,798",1.6,1.349073%
270860,AL,"61,204",2.4,2.023609%
270870,AL,"7,951",0.6,0.505902%
270880,AL,"34,387",1.6,1.349073%
270890,AL,"13,824",1.0,0.843170%
270895,AL,"13,974",1.0,0.843170%
270900,AL,"6,293",0.6,0.505902%
270910,AL,"20,097",1.2,1.011804%
270915,AL,"44,426",2.0,1.686341%
270920,AL,"27,938",1.4,1.180438%
270930,AL,"66,255",2.4,2.023609%
270940,AL,"26,176",1.4,1.180438%
130002,AM,"15,729",1.0,1.126126%
130006,AM,"11,047",0.8,0.900901%
130008,AM,"12,653",0.8,0.900901%
130010,AM,"19,749",1.2,1.351351%
130014,AM,"21,031",1.2,1.351351%
130020,AM,"18,599",1.2,1.351351%
130030,AM,"37,752",1.8,2.027027%
130040,AM,"27,589",1.4,1.576577%
130050,AM,"31,105",1.6,1.801802%
130060,AM,"40,417",1.8,2.027027%
130063,AM,"18,579",1.2,1.351351%
130068,AM,"18,080",1.2,1.351351%
130070,AM,"33,840",1.6,1.801802%
130080,AM,"39,885",1.8,2.027027%
130083,AM,"12,622",0.8,0.900901%
130090,AM,"15,312",1.0,1.126126%
130100,AM,"28,111",1.4,1.576577%
130110,AM,"36,922",1.6,1.801802%
130115,AM,"28,592",1.4,1.576577%
130120,AM,"83,929",2.8,3.153153%
130130,AM,"27,303",1.4,1.576577%
130140,AM,"34,461",1.6,1.801802%
130150,AM,"19,143",1.2,1.351351%
130160,AM,"20,199",1.2,1.351351%
130165,AM,"16,085",1.0,1.126126%
130170,AM,"52,354",2.2,2.477477%
130180,AM,"27,587",1.4,1.576577%
130185,AM,"46,703",2.0,2.252252%
130190,AM,"98,503",3.0,3.378378%
130195,AM,"8,153",0.6,0.675676%
130200,AM,"9,040",0.6,0.675676%
130210,AM,"4,660",0.6,0.675676%
130220,AM,"13,581",0.8,0.900901%
130230,AM,"16,200",1.0,1.126126%
130240,AM,"44,071",1.8,2.027027%
130250,AM,"95,330",3.0,3.378378%
130255,AM,"29,327",1.4,1.576577%
130270,AM,"53,890",2.2,2.477477%
130280,AM,"18,477",1.2,1.351351%
130290,AM,"61,110",2.2,2.477477%
130300,AM,"20,633",1.2,1.351351%
130310,AM,"35,800",1.6,1.801802%
130320,AM,"18,133",1.2,1.351351%
130330,AM,"24,718",1.4,1.576577%
130340,AM,"112,716",3.2,3.603605%
130350,AM,"19,488",1.2,1.351351%
130353,AM,"33,703",1.6,1.801802%
130356,AM,"31,274",1.6,1.801802%
130360,AM,"23,092",1.2,1.351351%
130370,AM,"23,378",1.4,1.576577%
130380,AM,"43,831",1.8,2.027027%
130390,AM,"37,300",1.6,1.801802%
130395,AM,"13,105",0.8,0.900901%
130400,AM,"9,147",0.6,0.675676%
130406,AM,"62,346",2.4,2.702703%
130410,AM,"18,039",1.2,1.351351%
130420,AM,"62,230",2.4,2.702703%
130423,AM,"18,632",1.2,1.351351%
130426,AM,"13,276",0.8,0.900901%
130430,AM,"17,065",1.2,1.351351%
130440,AM,"21,650",1.2,1.351351%
160010,AP,"8,690",0.6,3.658537%
160020,AP,"10,345",0.8,4.878049%
160021,AP,"5,523",0.6,3.658537%
160023,AP,"7,087",0.6,3.658537%
160025,AP,"5,061",0.6,3.658537%
160027,AP,"46,639",2.0,12.195121%
160040,AP,"19,981",1.2,7.317073%
160050,AP,"24,892",1.4,8.536585%
160015,AP,"14,560",1.0,6.097561%
160053,AP,"20,143",1.2,7.317073%
160055,AP,"4,655",0.6,3.658537%
160060,AP,"113,854",3.2,19.512194%
160005,AP,"5,025",0.6,3.658537%
160070,AP,"15,665",1.0,6.097561%
160080,AP,"14,680",1.0,6.097561%
290010,BA,"9,212",0.6,0.112613%
290020,BA,"19,939",1.2,0.225225%
290030,BA,"15,764",1.0,0.187688%
290035,BA,"17,254",1.2,0.225225%
290040,BA,"17,431",1.2,0.225225%
290060,BA,"4,745",0.6,0.112613%
290070,BA,"155,362",3.8,0.713213%
290080,BA,"23,331",1.2,0.225225%
290090,BA,"6,062",0.6,0.112613%
290100,BA,"38,041",1.8,0.337838%
290110,BA,"26,424",1.4,0.262763%
290115,BA,"16,781",1.0,0.187688%
290120,BA,"19,824",1.2,0.225225%
290130,BA,"13,732",1.0,0.187688%
290135,BA,"15,551",1.0,0.187688%
290140,BA,"14,707",1.0,0.187688%
290150,BA,"11,402",0.8,0.150150%
290160,BA,"19,382",1.2,0.225225%
290170,BA,"12,200",0.8,0.150150%
290180,BA,"11,989",0.8,0.150150%
290190,BA,"19,223",1.2,0.225225%
290195,BA,"7,745",0.6,0.112613%
290205,BA,"12,495",0.8,0.150150%
290200,BA,"14,023",1.0,0.187688%
290210,BA,"55,637",2.2,0.412913%
290220,BA,"11,385",0.8,0.150150%
290225,BA,"11,697",0.8,0.150150%
290230,BA,"9,150",0.6,0.112613%
290240,BA,"12,891",0.8,0.150150%
290250,BA,"14,262",1.0,0.187688%
290260,BA,"21,393",1.2,0.225225%
290265,BA,"13,738",1.0,0.187688%
290270,BA,"54,563",2.2,0.412913%
290280,BA,"22,232",1.2,0.225225%
290290,BA,"34,421",1.6,0.300300%
290300,BA,"14,570",1.0,0.187688%
290310,BA,"6,338",0.6,0.112613%
290320,BA,"155,519",3.8,0.713213%
290323,BA,"15,093",1.0,0.187688%
290330,BA,"6,367",0.6,0.112613%
290327,BA,"16,167",1.0,0.187688%
290340,BA,"23,891",1.4,0.262763%
290350,BA,"18,312",1.2,0.225225%
290360,BA,"16,628",1.0,0.187688%
290370,BA,"14,314",1.0,0.187688%
290380,BA,"19,516",1.2,0.225225%
290390,BA,"70,090",2.4,0.450450%
290395,BA,"10,515",0.8,0.150150%
290400,BA,"14,675",1.0,0.187688%
290405,BA,"17,006",1.2,0.225225%
290410,BA,"22,448",1.2,0.225225%
290420,BA,"10,957",0.8,0.150150%
290430,BA,"15,166",1.0,0.187688%
290440,BA,"10,768",0.8,0.150150%
290450,BA,"11,049",0.8,0.150150%
290460,BA,"69,473",2.4,0.450450%
290470,BA,"19,269",1.2,0.225225%
290475,BA,"21,671",1.2,0.225225%
290480,BA,"10,044",0.6,0.112613%
290485,BA,"19,199",1.2,0.225225%
290490,BA,"35,013",1.6,0.300300%
290500,BA,"23,685",1.2,0.225225%
290510,BA,"10,179",0.6,0.112613%
290515,BA,"16,045",1.0,0.187688%
290520,BA,"52,696",2.2,0.412913%
290530,BA,"18,917",1.2,0.225225%
290540,BA,"17,985",1.2,0.225225%
290550,BA,"13,643",1.0,0.187688%
290560,BA,"33,257",1.6,0.300300%
290570,BA,"292,074",4.0,0.750751%
290580,BA,"36,543",1.6,0.300300%
290590,BA,"29,994",1.4,0.262763%
290600,BA,"73,118",2.6,0.487988%
290610,BA,"10,146",0.6,0.112613%
290620,BA,"26,702",1.4,0.262763%
290630,BA,"33,130",1.6,0.300300%
290640,BA,"8,894",0.6,0.112613%
290650,BA,"89,271",2.8,0.525526%
290660,BA,"14,732",1.0,0.187688%
290670,BA,"26,760",1.4,0.262763%
290680,BA,"36,105",1.6,0.300300%
290682,BA,"17,222",1.2,0.225225%
290685,BA,"12,203",0.8,0.150150%
290687,BA,"31,181",1.6,0.300300%
290689,BA,"9,890",0.6,0.112613%
290690,BA,"22,646",1.2,0.225225%
290700,BA,"9,809",0.6,0.112613%
290710,BA,"30,041",1.4,0.262763%
290720,BA,"72,798",2.6,0.487988%
290730,BA,"27,161",1.4,0.262763%
290740,BA,"3,695",0.6,0.112613%
290750,BA,"56,037",2.2,0.412913%
290755,BA,"9,764",0.6,0.112613%
290760,BA,"17,935",1.2,0.225225%
290770,BA,"11,558",0.8,0.150150%
290780,BA,"34,581",1.6,0.300300%
290790,BA,"17,673",1.2,0.225225%
290800,BA,"19,383",1.2,0.225225%
290810,BA,"19,449",1.2,0.225225%
290820,BA,"22,840",1.2,0.225225%
290830,BA,"18,278",1.2,0.225225%
290840,BA,"67,875",2.4,0.450450%
290850,BA,"33,624",1.6,0.300300%
290860,BA,"26,412",1.4,0.262763%
290870,BA,"18,229",1.2,0.225225%
290880,BA,"4,312",0.6,0.112613%
290890,BA,"23,961",1.4,0.262763%
290900,BA,"8,870",0.6,0.112613%
290910,BA,"14,954",1.0,0.187688%
290920,BA,"16,951",1.0,0.187688%
290930,BA,"33,275",1.6,0.300300%
290940,BA,"14,409",1.0,0.187688%
290950,BA,"5,568",0.6,0.112613%
290960,BA,"21,700",1.2,0.225225%
290970,BA,"14,354",1.0,0.187688%
290980,BA,"64,552",2.4,0.450450%
290990,BA,"35,320",1.6,0.300300%
291000,BA,"11,864",0.8,0.150150%
291005,BA,"79,401",2.6,0.487988%
291010,BA,"12,553",0.8,0.150150%
291020,BA,"4,201",0.6,0.112613%
291030,BA,"8,448",0.6,0.112613%
291040,BA,"19,837",1.2,0.225225%
291050,BA,"43,172",1.8,0.337838%
290050,BA,"11,405",0.8,0.150150%
291060,BA,"37,085",1.6,0.300300%
291070,BA,"61,618",2.4,0.450450%
291072,BA,"114,275",3.2,0.600601%
291075,BA,"18,461",1.2,0.225225%
291077,BA,"5,918",0.6,0.112613%
291080,BA,"622,639",4.0,0.750751%
291085,BA,"17,184",1.2,0.225225%
291090,BA,"5,804",0.6,0.112613%
291100,BA,"11,279",0.8,0.150150%
291110,BA,"25,652",1.4,0.262763%
291120,BA,"33,030",1.6,0.300300%
291125,BA,"4,740",0.6,0.112613%
291130,BA,"11,603",0.8,0.150150%
291140,BA,"15,810",1.0,0.187688%
291150,BA,"7,961",0.6,0.112613%
291160,BA,"21,435",1.2,0.225225%
291165,BA,"8,322",0.6,0.112613%
291170,BA,"86,320",2.8,0.525526%
291180,BA,"22,251",1.2,0.225225%
291185,BA,"13,739",1.0,0.187688%
291190,BA,"26,012",1.4,0.262763%
291200,BA,"10,337",0.8,0.150150%
291210,BA,"23,770",1.2,0.225225%
291220,BA,"19,578",1.2,0.225225%
291230,BA,"16,748",1.0,0.187688%
291240,BA,"18,563",1.2,0.225225%
291250,BA,"15,356",1.0,0.187688%
291260,BA,"4,207",0.6,0.112613%
291270,BA,"24,238",1.4,0.262763%
291280,BA,"8,796",0.6,0.112613%
291290,BA,"17,573",1.2,0.225225%
291300,BA,"16,779",1.0,0.187688%
291310,BA,"17,957",1.2,0.225225%
291320,BA,"27,762",1.4,0.262763%
291330,BA,"6,418",0.6,0.112613%
291340,BA,"16,255",1.0,0.187688%
291345,BA,"14,288",1.0,0.187688%
291350,BA,"27,865",1.4,0.262763%
291360,BA,"178,210",4.0,0.750751%
291370,BA,"40,908",1.8,0.337838%
291380,BA,"15,596",1.0,0.187688%
291390,BA,"47,606",2.0,0.375375%
291400,BA,"62,697",2.4,0.450450%
291410,BA,"10,107",0.6,0.112613%
291420,BA,"7,497",0.6,0.112613%
291430,BA,"10,184",0.6,0.112613%
291440,BA,"25,279",1.4,0.262763%
291450,BA,"29,723",1.4,0.262763%
291460,BA,"73,915",2.6,0.487988%
291465,BA,"31,244",1.6,0.300300%
291470,BA,"66,592",2.4,0.450450%
291480,BA,"220,386",4.0,0.750751%
291490,BA,"28,013",1.4,0.262763%
291500,BA,"16,519",1.0,0.187688%
291510,BA,"13,276",0.8,0.150150%
291520,BA,"15,669",1.0,0.187688%
291530,BA,"7,319",0.6,0.112613%
291535,BA,"14,604",1.0,0.187688%
291540,BA,"7,284",0.6,0.112613%
291550,BA,"21,697",1.2,0.225225%
291560,BA,"67,305",2.4,0.450450%
291570,BA,"8,495",0.6,0.112613%
291580,BA,"23,147",1.2,0.225225%
291590,BA,"8,038",0.6,0.112613%
291600,BA,"20,554",1.2,0.225225%
291610,BA,"22,744",1.2,0.225225%
291620,BA,"10,022",0.6,0.112613%
291630,BA,"10,856",0.8,0.150150%
291640,BA,"76,881",2.6,0.487988%
291650,BA,"36,320",1.6,0.300300%
291660,BA,"10,799",0.8,0.150150%
291670,BA,"8,557",0.6,0.112613%
291680,BA,"20,206",1.2,0.225225%
291685,BA,"14,895",1.0,0.187688%
291690,BA,"13,280",0.8,0.150150%
291700,BA,"37,500",1.8,0.337838%
291710,BA,"21,210",1.2,0.225225%
291720,BA,"19,494",1.2,0.225225%
291730,BA,"29,273",1.4,0.262763%
291733,BA,"11,366",0.8,0.150150%
291735,BA,"9,138",0.6,0.112613%
291740,BA,"15,435",1.0,0.187688%
291750,BA,"83,435",2.8,0.525526%
291760,BA,"55,751",2.2,0.412913%
291770,BA,"34,304",1.6,0.300300%
291780,BA,"18,849",1.2,0.225225%
291790,BA,"11,092",0.8,0.150150%
291800,BA,"161,880",4.0,0.750751%
291810,BA,"41,387",1.8,0.337838%
291820,BA,"15,071",1.0,0.187688%
291830,BA,"12,985",0.8,0.150150%
291835,BA,"25,431",1.4,0.262763%
291840,BA,"220,253",4.0,0.750751%
291845,BA,"10,032",0.6,0.112613%
291850,BA,"16,006",1.0,0.187688%
291855,BA,"6,324",0.6,0.112613%
291860,BA,"7,239",0.6,0.112613%
291870,BA,"3,996",0.6,0.112613%
291875,BA,"15,920",1.0,0.187688%
291880,BA,"24,112",1.4,0.262763%
291890,BA,"4,046",0.6,0.112613%
291900,BA,"4,032",0.6,0.112613%
291905,BA,"8,862",0.6,0.112613%
291910,BA,"9,099",0.6,0.112613%
291915,BA,"28,166",1.4,0.262763%
291920,BA,"194,641",4.0,0.750751%
291930,BA,"11,544",0.8,0.150150%
291940,BA,"12,967",0.8,0.150150%
291950,BA,"46,399",2.0,0.375375%
291955,BA,"81,730",2.8,0.525526%
291960,BA,"11,878",0.8,0.150150%
291970,BA,"18,954",1.2,0.225225%
291980,BA,"50,637",2.0,0.375375%
291990,BA,"8,288",0.6,0.112613%
291992,BA,"20,689",1.2,0.225225%
291995,BA,"4,796",0.6,0.112613%
292000,BA,"10,183",0.6,0.112613%
292010,BA,"19,736",1.2,0.225225%
292020,BA,"17,491",1.2,0.225225%
292030,BA,"8,875",0.6,0.112613%
292040,BA,"14,364",1.0,0.187688%
292045,BA,"13,864",1.0,0.187688%
292050,BA,"23,373",1.2,0.225225%
292060,BA,"46,106",2.0,0.375375%
292070,BA,"21,246",1.2,0.225225%
292080,BA,"10,941",0.8,0.150150%
292090,BA,"14,800",1.0,0.187688%
292100,BA,"46,392",2.0,0.375375%
292105,BA,"12,404",0.8,0.150150%
292110,BA,"23,535",1.2,0.225225%
292120,BA,"27,600",1.4,0.262763%
292130,BA,"11,621",0.8,0.150150%
292140,BA,"18,588",1.2,0.225225%
292145,BA,"9,735",0.6,0.112613%
292150,BA,"52,015",2.2,0.412913%
292160,BA,"8,958",0.6,0.112613%
292170,BA,"36,789",1.6,0.300300%
292180,BA,"12,505",0.8,0.150150%
292190,BA,"10,096",0.6,0.112613%
292200,BA,"41,587",1.8,0.337838%
292205,BA,"12,159",0.8,0.150150%
292210,BA,"27,165",1.4,0.262763%
292220,BA,"7,650",0.6,0.112613%
292225,BA,"11,571",0.8,0.150150%
292230,BA,"30,585",1.6,0.300300%
292240,BA,"22,917",1.2,0.225225%
292250,BA,"29,450",1.4,0.262763%
292260,BA,"14,279",1.0,0.187688%
292265,BA,"13,552",0.8,0.150150%
292270,BA,"17,113",1.2,0.225225%
292273,BA,"8,101",0.6,0.112613%
292275,BA,"7,010",0.6,0.112613%
292280,BA,"8,372",0.6,0.112613%
292285,BA,"9,485",0.6,0.112613%
292290,BA,"25,931",1.4,0.262763%
292300,BA,"43,648",1.8,0.337838%
292303,BA,"12,381",0.8,0.150150%
292305,BA,"16,016",1.0,0.187688%
292310,BA,"26,907",1.4,0.262763%
292320,BA,"22,789",1.2,0.225225%
292330,BA,"8,895",0.6,0.112613%
292335,BA,"17,954",1.2,0.225225%
292340,BA,"22,487",1.2,0.225225%
292350,BA,"9,191",0.6,0.112613%
292360,BA,"22,184",1.2,0.225225%
292370,BA,"32,807",1.6,0.300300%
292380,BA,"29,980",1.4,0.262763%
292390,BA,"10,784",0.8,0.150150%
292400,BA,"119,930",3.4,0.638131%
292405,BA,"14,229",1.0,0.187688%
292410,BA,"7,486",0.6,0.112613%
292420,BA,"18,173",1.2,0.225225%
292430,BA,"18,366",1.2,0.225225%
292440,BA,"35,590",1.6,0.300300%
292450,BA,"16,849",1.0,0.187688%
292460,BA,"21,191",1.2,0.225225%
292465,BA,"11,036",0.8,0.150150%
292467,BA,"10,386",0.8,0.150150%
292470,BA,"12,035",0.8,0.150150%
292480,BA,"25,002",1.4,0.262763%
292490,BA,"9,529",0.6,0.112613%
292500,BA,"26,743",1.4,0.262763%
292510,BA,"48,798",2.0,0.375375%
292520,BA,"37,993",1.8,0.337838%
292525,BA,"15,892",1.0,0.187688%
292530,BA,"147,444",3.8,0.713213%
292540,BA,"8,694",0.6,0.112613%
292550,BA,"29,273",1.4,0.262763%
292560,BA,"15,699",1.0,0.187688%
292570,BA,"13,456",0.8,0.150150%
292575,BA,"27,803",1.4,0.262763%
292580,BA,"26,525",1.4,0.262763%
292590,BA,"28,556",1.4,0.262763%
292593,BA,"9,414",0.6,0.112613%
292595,BA,"23,525",1.2,0.225225%
292600,BA,"42,481",1.8,0.337838%
292610,BA,"14,627",1.0,0.187688%
292620,BA,"23,290",1.2,0.225225%
292630,BA,"34,715",1.6,0.300300%
292640,BA,"36,246",1.6,0.300300%
292650,BA,"15,308",1.0,0.187688%
292660,BA,"54,773",2.2,0.412913%
292665,BA,"7,835",0.6,0.112613%
292670,BA,"13,581",0.8,0.150150%
292680,BA,"15,720",1.0,0.187688%
292690,BA,"12,109",0.8,0.150150%
292700,BA,"41,085",1.8,0.337838%
292710,BA,"9,297",0.6,0.112613%
292720,BA,"31,933",1.6,0.300300%
292730,BA,"15,585",1.0,0.187688%
292750,BA,"21,310",1.2,0.225225%
292760,BA,"15,091",1.0,0.187688%
292770,BA,"28,394",1.4,0.262763%
292780,BA,"6,723",0.6,0.112613%
292790,BA,"11,169",0.8,0.150150%
292805,BA,"13,508",0.8,0.150150%
292810,BA,"41,782",1.8,0.337838%
292840,BA,"28,988",1.4,0.262763%
292850,BA,"10,619",0.8,0.150150%
292800,BA,"38,219",1.8,0.337838%
292820,BA,"27,381",1.4,0.262763%
292830,BA,"9,232",0.6,0.112613%
292860,BA,"61,836",2.4,0.450450%
292870,BA,"102,469",3.2,0.600601%
292880,BA,"53,473",2.2,0.412913%
292890,BA,"33,168",1.6,0.300300%
292895,BA,"9,381",0.6,0.112613%
292910,BA,"21,935",1.2,0.225225%
292900,BA,"15,272",1.0,0.187688%
292905,BA,"15,738",1.0,0.187688%
292920,BA,"39,790",1.8,0.337838%
292925,BA,"19,594",1.2,0.225225%
292930,BA,"37,634",1.8,0.337838%
292935,BA,"6,081",0.6,0.112613%
292937,BA,"10,735",0.8,0.150150%
292940,BA,"12,051",0.8,0.150150%
292950,BA,"45,660",2.0,0.375375%
292960,BA,"18,083",1.2,0.225225%
292970,BA,"20,376",1.2,0.225225%
292975,BA,"12,311",0.8,0.150150%
292980,BA,"13,343",0.8,0.150150%
292990,BA,"45,395",2.0,0.375375%
293000,BA,"11,615",0.8,0.150150%
293010,BA,"80,769",2.6,0.487988%
293020,BA,"41,576",1.8,0.337838%
293015,BA,"33,000",1.6,0.300300%
293030,BA,"18,352",1.2,0.225225%
293040,BA,"16,171",1.0,0.187688%
293050,BA,"82,621",2.8,0.525526%
293060,BA,"13,774",1.0,0.187688%
293070,BA,"134,674",3.6,0.675668%
293075,BA,"13,381",0.8,0.150150%
293076,BA,"11,517",0.8,0.150150%
293077,BA,"23,650",1.2,0.225225%
293080,BA,"17,419",1.2,0.225225%
293090,BA,"13,043",0.8,0.150150%
293100,BA,"21,299",1.2,0.225225%
293105,BA,"17,797",1.2,0.225225%
293110,BA,"8,214",0.6,0.112613%
293120,BA,"21,282",1.2,0.225225%
293130,BA,"17,855",1.2,0.225225%
293135,BA,"159,813",4.0,0.750751%
293140,BA,"7,984",0.6,0.112613%
293150,BA,"23,319",1.2,0.225225%
293160,BA,"15,269",1.0,0.187688%
293170,BA,"13,527",0.8,0.150150%
293180,BA,"17,854",1.2,0.225225%
293190,BA,"52,381",2.2,0.412913%
293200,BA,"25,853",1.4,0.262763%
293210,BA,"20,793",1.2,0.225225%
293220,BA,"20,646",1.2,0.225225%
293230,BA,"27,297",1.4,0.262763%
293240,BA,"14,454",1.0,0.187688%
293245,BA,"19,343",1.2,0.225225%
293250,BA,"21,706",1.2,0.225225%
293260,BA,"17,329",1.2,0.225225%
293270,BA,"21,778",1.2,0.225225%
293280,BA,"19,688",1.2,0.225225%
293290,BA,"98,053",3.0,0.563056%
293300,BA,"28,426",1.4,0.262763%
293305,BA,"14,632",1.0,0.187688%
293310,BA,"9,404",0.6,0.112613%
293315,BA,"13,500",0.8,0.150150%
293317,BA,"9,409",0.6,0.112613%
293320,BA,"43,162",1.8,0.337838%
293325,BA,"6,657",0.6,0.112613%
293330,BA,"346,069",4.0,0.750751%
293340,BA,"9,743",0.6,0.112613%
293345,BA,"12,971",0.8,0.150150%
293350,BA,"22,445",1.2,0.225225%
293360,BA,"48,274",2.0,0.375375%
230010,CE,"11,483",0.8,0.301205%
230015,CE,"16,418",1.0,0.376506%
230020,CE,"61,715",2.4,0.903614%
230030,CE,"53,358",2.2,0.828313%
230040,CE,"17,098",1.2,0.451807%
230050,CE,"11,391",0.8,0.301205%
230060,CE,"7,413",0.6,0.225904%
230070,CE,"16,927",1.0,0.376506%
230075,CE,"42,508",1.8,0.677711%
230080,CE,"7,253",0.6,0.225904%
230090,CE,"14,644",1.0,0.376506%
230100,CE,"78,438",2.6,0.978916%
230110,CE,"73,188",2.6,0.978916%
230120,CE,"26,203",1.4,0.527108%
230125,CE,"10,800",0.8,0.301205%
230130,CE,"21,345",1.2,0.451807%
230140,CE,"11,300",0.8,0.301205%
230150,CE,"7,774",0.6,0.225904%
230160,CE,"23,191",1.2,0.451807%
230170,CE,"24,548",1.4,0.527108%
230180,CE,"6,214",0.6,0.225904%
230185,CE,"17,968",1.2,0.451807%
230190,CE,"59,343",2.2,0.828313%
230195,CE,"20,835",1.2,0.451807%
230200,CE,"22,361",1.2,0.451807%
230205,CE,"14,854",1.0,0.376506%
230210,CE,"35,154",1.6,0.602410%
230220,CE,"52,719",2.2,0.828313%
230230,CE,"32,243",1.6,0.602410%
230240,CE,"53,945",2.2,0.828313%
230250,CE,"48,451",2.0,0.753012%
230260,CE,"62,734",2.4,0.903614%
230270,CE,"27,167",1.4,0.527108%
230280,CE,"77,261",2.6,0.978916%
230290,CE,"17,621",1.2,0.451807%
230300,CE,"22,065",1.2,0.451807%
230310,CE,"18,653",1.2,0.451807%
230320,CE,"26,876",1.4,0.527108%
230330,CE,"18,807",1.2,0.451807%
230340,CE,"17,549",1.2,0.451807%
230350,CE,"70,574",2.4,0.903614%
230360,CE,"20,269",1.2,0.451807%
230365,CE,"10,331",0.8,0.301205%
230370,CE,"358,164",4.0,1.506024%
230380,CE,"25,038",1.4,0.527108%
230390,CE,"12,931",0.8,0.301205%
230393,CE,"13,340",0.8,0.301205%
230395,CE,"19,194",1.2,0.451807%
230400,CE,"23,000",1.2,0.451807%
230410,CE,"74,350",2.6,0.978916%
230420,CE,"129,662",3.6,1.355424%
